wikidata_id,match_probability,matched_name,matched_field,gc_orgID,harmonized_name,nom_harmonise,legal_title,appellation_legale,preferred_name,nom_prefere,lead_department,ministere_responsable,abbreviation,abreviation,FAA_LGFP,status_statut,end_date_fin
,0,,,2310.0,Law Commission of Canada,Commission du droit du Canada,Law Commission of Canada,Commission du droit du Canada,Law Commission of Canada,Commission du droit du Canada,Department of Justice Canada,Ministère de la Justice Canada,,,2.0,a,
,0,,,2311.0,The National Battlefields Commission,Commission des champs de bataille nationaux,The National Battlefields Commission,Commission des champs de bataille nationaux,The National Battlefields Commission,Commission des champs de bataille nationaux,Canadian Heritage,Patrimoine canadien,NBC,CCBN,2.0,a,
,0,,,2312.0,Canada Energy Regulator,Régie de l'énergie du Canada,Canadian Energy Regulator,Régie canadienne de l'énergie,Canada Energy Regulator,Régie de l'énergie du Canada,Natural Resources Canada,Ressources naturelles Canada,CER,REC,2.0,a,
Q1437507,100,National Research Council of Canada,legal_title,2313.0,National Research Council Canada,Conseil national de recherches Canada,National Research Council of Canada,Conseil national de recherches du Canada,National Research Council Canada,Conseil national de recherches Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",NRC,CNRC,2.0,a,
Q2993807,100,Natural Sciences and Engineering Research Council,legal_title,2314.0,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,Natural Sciences and Engineering Research Council,Conseil de recherches en sciences naturelles et en génie,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",NSERC,CRSNG,2.0,a,
Q349487,100,Parks Canada Agency,legal_title,2315.0,Parks Canada,Parcs Canada,Parks Canada Agency,Agence Parcs Canada,Parks Canada,Parcs Canada,Environment and Climate Change Canada,Environnement et Changement climatique Canada,PC,PC,2.0,a,
Q2993802,100,Social Sciences and Humanities Research Council of Canada,harmonized_name,2316.0,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",SSHRC,CRSH,2.0,a,
,0,,,2317.0,Invest in Canada Hub,Investir au Canada,Invest in Canada Hub,Investir au Canada,,,Global Affairs Canada,Affaires mondiales Canada,,,2.0,a,
Q5030480,100,Polar Knowledge Canada,harmonized_name,2318.0,Polar Knowledge Canada,Savoir polaire Canada,Canadian High Arctic Research Station,Station canadienne de recherche dans l'Extrême-Arctique,Polar Knowledge Canada,Savoir polaire Canada,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,POLAR,POLAIRE,2.0,a,
,0,,,2319.0,Accessibility Standards Canada,Normes d'accessibilité Canada,Canadian Accessibility Standards Development Organization,Organisation canadienne d'élaboration de normes d'accessibilité,Accessibility Standards Canada,Normes d'accessibilité Canada,,,ASC,NAC,2.0,a,
Q2993801,100,Canadian Radio-television and Telecommunications Commission,harmonized_name,2396.0,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Heritage,Patrimoine canadien,CRTC,CRTC,1.1,a,
,0,,,3399.0,African Development Bank,Banque africaine de développement,African Development Bank,Banque africaine de développement,,,,,,,,a,
,0,,,3400.0,Asian Development Bank,Banque asiatique de développement,Asian Development Bank,Banque asiatique de développement,,,,,,,,a,
,0,,,3401.0,Caribbean Development Bank,Banque de développement des Caraïbes,Caribbean Development Bank,Banque de développement des Caraïbes,,,,,,,,a,
,0,,,3402.0,European Bank for Reconstruction and Development,Banque européenne pour la reconstruction et le développement,European Bank for Reconstruction and Development,Banque européenne pour la reconstruction et le développement,,,,,,,,a,
,0,,,3403.0,Inter-American Development Bank,Banque interaméricaine de développement,Inter-American Development Bank,Banque interaméricaine de développement,,,,,,,,a,
,0,,,3404.0,International Bank for Reconstruction and Development,Banque internationale pour la reconstruction et le développement,International Bank for Reconstruction and Development,Banque internationale pour la reconstruction et le développement,,,,,,,,a,
,0,,,3405.0,International Development Association,Association internationale de développement,International Development Association,Association internationale de développement,,,,,,,,a,
,0,,,3406.0,International Finance Corporation,Société financière internationale,International Finance Corporation,Société financière internationale,,,,,,,,a,
,0,,,3407.0,International Joint Commission (Canadian Section),Commission mixte internationale (section canadienne),International Joint Commission (Canadian Section),Commission mixte internationale (section canadienne),,,,,,,4.0,a,
,0,,,3408.0,International Lake Memphremagog Levels Board,Commission internationale du lac Memphrémagog,International Lake Memphremagog Levels Board,Commission internationale du lac Memphrémagog,,,,,,,,a,
,0,,,3409.0,International Lake of the Woods Control Board,Conseil international de contrôle du lac des Bois,International Lake of the Woods Control Board,Conseil international de contrôle du lac des Bois,,,,,,,,a,
,0,,,3410.0,International Monetary Fund,Fonds monétaire international,International Monetary Fund,Fonds monétaire international,,,,,,,,a,
,0,,,3411.0,Multilateral Investment Guarantee Agency,Agence multilatérale de garantie des investissements,Multilateral Investment Guarantee Agency,Agence multilatérale de garantie des investissements,,,,,,,,a,
,0,,,3412.0,Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE),Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE),,,,,,,,a,
,0,,,3413.0,World Anti-Doping Agency,Agence mondiale antidopage,World Anti-Doping Agency,Agence mondiale antidopage,,,,,,,,a,
,0,,,3414.0,Asian Infrastructure Investment Bank,Banque asiatique d'investissement dans les infrastructures,Asian Infrastructure Investment Bank,Banque asiatique d'investissement dans les infrastructures,,,,,,,,a,
,0,,,3415.0,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,,,,,,,,a,
,0,,,3416.0,North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership),North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership),,,,,,,,a,
,0,,,3417.0,Communication Canada,Communication Canada,Communication Canada,Communication Canada,,,,,,,4.0,a,
,0,,,3418.0,Office of the Superintendent of Bankruptcy,Bureau du surintendant des faillites,Office of the Superintendent of Bankruptcy,Bureau du surintendant des faillites,,,,,,,4.0,a,
Q17023170,100,Prairie Farm Rehabilitation Administration,harmonized_name,3419.0,Prairie Farm Rehabilitation Administration,Administration du rétablissement agricole des Prairies,Prairie Farm Rehabilitation Administration,Administration du rétablissement agricole des Prairies,,,,,,,4.0,a,
,0,,,3420.0,Commissioner of Canada Election,Commissaire aux élections fédérales,Commissioner of Canada Election,Commissaire aux élections fédérales,,,,,,,,a,
,0,,,3421.0,Canada Investment and Savings,Placements Épargne Canada,Canada Investment and Savings,Placements Épargne Canada,,,,,,,5.0,a,
,0,,,3422.0,Director of Soldier Settlement,Directeur de l'établissement de soldats,Director of Soldier Settlement,Directeur de l'établissement de soldats,,,,,,,4.0,a,
,0,,,3423.0,"The Director, The Veterans' Land Act",Directeur des terres destinées aux anciens combattants,"The Director, The Veterans' Land Act",Directeur des terres destinées aux anciens combattants,,,,,,,4.0,a,
,0,,,3424.0,Energy Supplies Allocation Board,Office de répartition des approvisionnements d'énergie,Energy Supplies Allocation Board,Office de répartition des approvisionnements d'énergie,,,Natural Resources Canada,Ressources naturelles Canada,,,4.0,a,
,0,,,3425.0,"Staff of the Non-Public Funds, Canadian Forces","Personnel des fonds non publics, Forces canadiennes","Staff of the Non-Public Funds, Canadian Forces","Personnel des fonds non publics, Forces canadiennes",,,,,,,5.0,a,
,0,,,3426.0,Statistics Survey Operations,Opérations des enquêtes statistiques,Statistics Survey Operations,Opérations des enquêtes statistiques,,,,,,,,a,
,0,,,3427.0,Federal Judges not part of any department,Juges fédéraux ne faisant pas partie d'un ministère,Federal Judges not part of any department,Juges fédéraux ne faisant pas partie d'un ministère,,,,,,,,a,
Q383590,100,House of Commons,harmonized_name,3428.0,House of Commons,Chambre des communes,House of Commons,Chambre des communes,,,,,,,,a,
,0,,,3429.0,Library of Parliament,Bibliothèque du Parlement,Library of Parliament,Bibliothèque du Parlement,,,,,,,,a,
,0,,,3430.0,Office of the Conflict of Interest and Ethics Commissioner,Commissariat aux conflits d'intérêts et à l'éthique,Office of the Conflict of Interest and Ethics Commissioner,Commissariat aux conflits d'intérêts et à l'éthique,,,,,,,,a,
,0,,,3431.0,Senate Ethics Officer,Conseiller sénatorial en éthique,Senate Ethics Officer,Conseiller sénatorial en éthique,,,,,,,,a,
,0,,,3432.0,Senate,Sénat,Senate,Sénat,,,,,,,,a,
,0,,,3433.0,Office of the Parliamentary Budget Officer,Bureau du directeur parlementaire du budget,Office of the Parliamentary Budget Officer,Bureau du directeur parlementaire du budget,,,,,,,,a,
,0,,,3434.0,Parliamentary Protective Service,Service de protection parlementaire,Parliamentary Protective Service,Service de protection parlementaire,,,,,,,,a,
,0,,,3435.0,Aéroport de Québec Inc.,Aéroport de Québec Inc.,Aéroport de Québec Inc.,Aéroport de Québec Inc.,,,,,,,,a,
,0,,,3436.0,Aéroports de Montréal,Aéroports de Montréal,Aéroports de Montréal,Aéroports de Montréal,,,,,,,,a,
,0,,,3437.0,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,,,,,,,,a,
,0,,,3438.0,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,,,,,,,,a,
,0,,,3439.0,Belledune Port Authority,Administration portuaire de Belledune,Belledune Port Authority,Administration portuaire de Belledune,,,,,,,,a,
Q4985905,100,Buffalo and Fort Erie Public Bridge Authority,harmonized_name,3440.0,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,,,,,,,,a,
